lat,lon
40.22625351,139.95245361
40.22574997,139.95248413
40.23606873,139.96478271
40.22272873,139.94834900
40.23608017,139.95779419
40.23197556,139.94543457
40.23156357,139.94953918
40.23075104,139.94207764
40.23099136,139.95318604
40.23670959,139.95494080
40.22179413,139.94740295
40.23401260,139.96357727
40.23161697,139.96472168
40.22671509,139.98318481
40.22121048,139.96919250
40.22963333,139.91781616
40.23278046,139.95597839
40.23300552,139.96961975
40.23172379,139.96759033
40.23110580,139.94827271
40.22553253,139.94447327
40.22935104,139.94978333
40.23354340,139.95796204
40.24035263,139.95127869
40.21835327,139.96704102
40.22207260,139.96696472
40.23117447,139.96350098
40.22802734,139.93731689
40.23091125,139.95234680
40.23934937,139.97132874
40.21900177,139.96905518
40.23109055,139.94923401
40.22052765,139.96467590
40.23929977,139.95730591
40.23490906,139.93583679
